HORA,IDADE,SEXO,TIPO,ARMA,CIDADE
19,31,MASCULINO,HOMICÍDIO DOLOSO,PAF,OLHO D ÁGUA DAS FLORES
20,32,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
21,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
0,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
0,40,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MACEIÓ
2,45,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MACEIÓ
2,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,CRAÍBAS
11,39,MASCULINO,ROUBO COM RESULTADO MORTE,ESPANCADO,MACEIÓ
16,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
20,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,PILAR
2,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,SANTANA DO IPANEMA
4,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,CAJUEIRO
16,44,MASCULINO,HOMICÍDIO DOLOSO,PAF,PALMEIRA DOS ÍNDIOS
20,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,BARRA DE SÃO MIGUEL
22,54,MASCULINO,LESÃO CORPORAL SEGUIDA DE MORTE,ESPANCADO,OURO BRANCO
23,21,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,UNIÃO DOS PALMARES
16,40,MASCULINO,LESÃO CORPORAL SEGUIDA DE MORTE,ESPANCADO,MACEIÓ
0,20,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,PALMEIRA DOS ÍNDIOS
7,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
15,25,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
15,26,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
15,26,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
19,36,MASCULINO,HOMICÍDIO DOLOSO,PAF,OLHO D ÁGUA DAS FLOR
19,31,MASCULINO,HOMICÍDIO DOLOSO,PAF,OLHO D ÁGUA DAS FLOR
20,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
23,24,MASCULINO,HOMICÍDIO DOLOSO,PAF,UNIÃO DOS PALMARES
17,71,MASCULINO,HOMICÍDIO DOLOSO,PAF,MARIBONDO
20,15,MASCULINO,HOMICÍDIO DOLOSO,PAF,SÃO JOSÉ DA LAJE
21,20,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
13,34,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,PIAÇABUÇU
2,42,FEMININO,HOMICÍDIO DOLOSO,BRANCA,OLIVENÇA
14,44,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
15,31,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,ARAPIRACA
22,14,MASCULINO,HOMICÍDIO DOLOSO,PAF,PILAR
12,30,MASCULINO,HOMICÍDIO DOLOSO,PAF,DELMIRO GOUVEIA
19,16,MASCULINO,HOMICÍDIO DOLOSO,PAF,UNIÃO DOS PALMARES
22,22,MASCULINO,HOMICÍDIO DOLOSO,PAF,PENEDO
23,26,MASCULINO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
0,15,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,PALMEIRA DOS ÍNDIOS
3,65,MASCULINO,HOMICÍDIO DOLOSO,PAF,SÃO LUÍS DO QUITUNDE
8,16,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MACEIÓ
18,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
20,42,MASCULINO,HOMICÍDIO DOLOSO,PAF,LIMOEIRO DE ANADIA
20,54,MASCULINO,HOMICÍDIO DOLOSO,PAF,LIMOEIRO DE ANADIA
20,42,MASCULINO,HOMICÍDIO DOLOSO,PAF,JOAQUIM GOMES
20,38,MASCULINO,HOMICÍDIO DOLOSO,PAF,TANQUE D ARCA
20,24,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
20,40,MASCULINO,ROUBO COM RESULTDO MORTE,PAF,TANQUE D ARCA
0,18,MASCULINO,HOMICÍDIO DOLOSO,PAF/B,CAPELA
4,30,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
17,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,JUNQUEIRO
18,24,MASCULINO,HOMICÍDIO DOLOSO,PAF,FEIRA GRANDE
18,64,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,IBATEGUARA
20,22,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MACEIÓ
22,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,SANTA LUZIA DO NORTE
22,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,CHÃ PRETA
5,23,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
6,26,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
20,27,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
21,30,MASCULINO,HOMICÍDIO DOLOSO,PAF,PIRANHAS
22,29,MASCULINO,ROUBO COM RESULTADO ,BRANCA,ATALAIA
23,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
2,25,MASCULINO,HOMICÍDIO DOLOSO,PAF,TEOTÔNIO VILELA
4,23,MASCULINO,ROUBO COM RESULTADO ,PAF,JACUÍPE
4,19,MASCULINO,ROUBO COM RESULTADO ,PAF,JACUÍPE
10,14,MASCULINO,HOMICÍDIO DOLOSO,PAF,VIÇOSA
13,23,MASCULINO,RESISTÊNCIA COM RESUL,PAF,COITÉ DO NÓIA
16,30,MASCULINO,HOMICÍDIO DOLOSO,PAF,UNIÃO DOS PALMARES
22,24,MASCULINO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
10,28,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
13,34,MASCULINO,HOMICÍDIO DOLOSO,PAF,GIRAU DO PONCIANO
17,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
20,16,MASCULINO,HOMICÍDIO DOLOSO,PAF/B,CAMPO GRANDE
23,19,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,ARAPIRACA
23,20,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,ARAPIRACA
12,60,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
12,48,FEMININO,HOMICÍDIO DOLOSO,PAF,CACIMBINHAS
14,71,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,BOCA DA MATA
19,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
20,20,MASCULINO,HOMICÍDIO DOLOSO,LINCHAMENTO,MACEIÓ
21,39,MASCULINO,HOMICÍDIO DOLOSO,PAF,CAMPO GRANDE
14,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,GIRAU DO PONCIANO
21,29,MASCULINO,HOMICÍDIO DOLOSO,PAF,FEIRA GRANDE
11,34,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
17,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
19,31,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
23,15,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
0,17,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,POÇO DAS TRINCHEIRAS
14,28,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MESSIAS
14,28,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
18,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
21,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,MARAGOGI
14,17,MASCULINO,HOMICÍDIO DOLOSO,PAF/B,UNIÃO DOS PALMARES
18,15,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
19,46,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
3,23,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
22,28,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MACEIÓ
22,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
22,16,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
0,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,BARRA DE SANTO ANTÔNIO
2,51,FEMININO,FEMINICÍDIO,BRANCA,TRAIPU
4,42,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,ARAPIRACA
5,35,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
15,16,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
16,33,MASCULINO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
5,25,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,INHAPI
10,29,MASCULINO,HOMICÍDIO DOLOSO,PAF,TEOTÔNIO VILELA
12,35,MASCULINO,HOMICÍDIO DOLOSO,PAF,LAGOA DA CANOA
12,31,FEMININO,HOMICÍDIO DOLOSO,PAF,LAGOA DA CANOA
14,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MARAGOGI
14,40,MASCULINO,HOMICÍDIO DOLOSO,PAF,MARAGOGI
15,15,MASCULINO,HOMICÍDIO DOLOSO,PAF,SÃO JOSÉ DA LAJE
19,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
19,16,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
19,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,SÃO MIGUEL DOS CAMPOS
23,42,MASCULINO,HOMICÍDIO DOLOSO,PAF,SÃO BRÁS
23,38,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,SÃO SEBASTIÃO
7,24,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
9,34,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,PALMEIRA DOS ÍNDIOS
19,38,MASCULINO,HOMICÍDIO DOLOSO,PAF,PARIPUEIRA
5,29,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,ATALAIA
17,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
17,37,MASCULINO,HOMICÍDIO DOLOSO,PAF,GIRAU DO PONCIANO
17,52,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,FLEXEIRAS
5,18,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,ARAPIRACA
8,41,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
2,56,MASCULINO,HOMICÍDIO DOLOSO,PAF,TRAIPU
5,23,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
11,25,MASCULINO,HOMICÍDIO DOLOSO,PAF,PILAR
13,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
7,25,MASCULINO,HOMICÍDIO DOLOSO,PAF,MARAGOGI
9,37,MASCULINO,HOMICÍDIO DOLOSO,PAF,MARAGOGI
9,32,MASCULINO,HOMICÍDIO DOLOSO,PAF,PILAR
13,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,VIÇOSA
13,48,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,CHÃ PRETA
15,22,MASCULINO,HOMICÍDIO DOLOSO,PAF,OLHO D ÁGUA GRANDE
16,34,MASCULINO,HOMICÍDIO DOLOSO,PAF,SANTANA DO MUNDAÚ
18,27,MASCULINO,HOMICÍDIO DOLOSO,PAF,CRAÍBAS
19,25,MASCULINO,HOMICÍDIO DOLOSO,PAF,PALMEIRA DOS ÍNDIOS
19,56,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MATRIZ DE CAMARAGIBE
12,24,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,CAMPO ALEGRE
13,24,MASCULINO,HOMICÍDIO DOLOSO,PAF,BARRA DE SÃO MIGUEL
16,29,FEMININO,HOMICÍDIO DOLOSO,PAF,PENEDO
19,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,TEOTÔNIO VILELA
19,32,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
20,19,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,DELMIRO GOUVEIA
23,14,MASCULINO,HOMICÍDIO DOLOSO,ESPANCAMENTO,MACEIÓ
0,31,MASCULINO,ROUBO COM RESULTADO MORTE,BRANCA,MACEIÓ
0,18,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,COLÔNIA LEOPOLDINA
14,20,MASCULINO,HOMICÍDIO DOLOSO,PAF,BARRA DE SÃO MIGUEL
18,17,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
18,18,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
21,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,PARIPUEIRA
14,72,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MACEIÓ
9,22,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
9,29,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
10,38,MASCULINO,HOMICÍDIO DOLOSO,PAF,PIRANHAS
16,21,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,ARAPIRACA
17,35,MASCULINO,HOMICÍDIO DOLOSO,PAF,TEOTÔNIO VILELA
20,29,MASCULINO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
23,46,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
11,45,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
17,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,TEOTÔNIO VILELA
17,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,TEOTÔNIO VILELA
17,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,TEOTÔNIO VILELA
18,32,FEMININO,FEMINICÍDIO,PAF,SÃO MIGUEL DOS CAMPOS
18,32,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
21,40,MASCULINO,HOMICÍDIO DOLOSO,PAF,PENEDO
2,39,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MACEIÓ
19,27,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,OLIVENÇA
9,20,MASCULINO,HOMICÍDIO DOLOSO,PAF,SÃO MIGUEL DOS CAMPOS
22,27,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
22,24,MASCULINO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
2,22,MASCULINO,HOMICÍDIO DOLOSO,PAF,PIRANHAS
3,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
3,15,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
3,26,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
4,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIO
12,15,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,RIO LARGO
14,20,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
14,20,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
19,26,MASCULINO,HOMICÍDIO DOLOSO,LINCHAMENTO,MACEIÓ
21,40,MASCULINO,HOMICÍDIO DOLOSO,PAF,TANQUE D ARCA
21,35,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MARAGOGI
14,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
16,22,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
17,51,MASCULINO,HOMICÍDIO DOLOSO,PAF,PORTO CALVO
21,32,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
21,29,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
13,20,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
16,42,MASCULINO,HOMICÍDIO DOLOSO,PAF,IGACI
18,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
0,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,FEIRA GRANDE
0,14,MASCULINO,HOMICÍDIO DOLOSO,PAF,FEIRA GRANDE
7,26,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
15,36,MASCULINO,HOMICÍDIO DOLOSO,PAF,MAJOR ISIDORO
16,39,MASCULINO,HOMICÍDIO DOLOSO,PAF,PALMEIRA DOS ÍNDIOS
19,16,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
2,32,MASCULINO,HOMICÍDIO DOLOSO,ESPANCAMENTO,ARAPIRACA
11,20,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
18,13,MASCULINO,HOMICÍDIO DOLOSO,PAF,ATALAIA
22,49,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,DOIS RIACHOS
0,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
18,16,MASCULINO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
19,35,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,SÃO SEBASTIÃO
19,27,MASCULINO,HOMICÍDIO DOLOSO,PAF,PALMEIRA DOS ÍNDIOS
21,30,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
22,35,MASCULINO,HOMICÍDIO DOLOSO,PAF,MATRIZ DE CAMARAGIBE
7,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,BATALHA
18,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
20,42,MASCULINO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
19,53,MASCULINO,HOMICÍDIO DOLOSO,PAF,INHAPI
20,25,MASCULINO,HOMICÍDIO DOLOSO,PAF,SÃO MIGUEL DOS CAMPOS
21,38,MASCULINO,HOMICÍDIO DOLOSO,PAF,CORURIPE
5,24,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,ARAPIRACA
6,25,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,UNIÃO DOS PALMARES
13,19,MASCULINO,HOMICÍDIO DOLOSO,PAF,SÃO SEBASTIÃO
20,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,BOCA DA MATA
6,35,MASCULINO,HOMICÍDIO DOLOSO,PAF,DELMIRO GOUVEIA
21,21,FEMININO,HOMICÍDIO DOLOSO,PAF,RIO LARGO
22,24,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,ARAPIRACA
23,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
23,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,FELIZ DESERTO
15,20,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,RIO LARGO
15,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,ATALAIA
15,22,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
18,31,MASCULINO,HOMICÍDIO DOLOSO,PAF,MARECHAL DEODORO
18,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
19,47,MASCULINO,ROUBO COM RESULTADO MORTE,PAF,MACEIÓ
20,15,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
20,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
21,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
9,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
17,28,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
17,19,MASCULINO,RESISTÊNCIA COM RESULTADO MORTE,PAF,MACEIÓ
21,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
22,32,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MACEIÓ
5,53,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
6,16,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MARECHAL DEODORO
18,89,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,BOCA DA MATA
19,27,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
1,20,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,FELIZ DESERTO
1,37,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
2,18,MASCULINO,HOMICÍDIO DOLOSO,BRANCA,MARECHAL DEODORO
4,31,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
15,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
18,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
8,17,MASCULINO,HOMICÍDIO DOLOSO,PAF,ARAPIRACA
8,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
16,21,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
16,18,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
17,30,MASCULINO,HOMICÍDIO DOLOSO,PAF,MACEIÓ
19,56,MASCULINO,HOMICÍDIO DOLOSO,PAF,MESSIAS